achtung 1
achzib 4
acid 61
acidosis 2
acids 1
acknowledge 27
acknowledged 12
acknowledgement 1
acknowledges 1
acknowledgeth 1
acknowledging 9
acknowledgment 3
aclasis 2
acme 2
acne 5
acorn-shaped 2
acquaint 2
acquaintance 66
acquaintance--he 1
acquaintances 40
acquainted 24
acquainting 1
acquiesce 2
acquiesced 1
acquiescence 1
acquire 18
acquired 52
acquirement 1
acquires 1
acquiring 4
acquisition 14
acquit 2
acquittal 1
acquitted 3
acre 10
acreage 1
acres 37
acrid 3
acrimonious 5
acromion 3
across 220
act 317
act--act 1
act.=--hart 1
act.=--leaders 1
act.=--ogg 1
act.=--the 1
act._--not 1
acted 36
acting 52
actinomyces 9
actinomycosis 14
action 347
action--"a 1
action--action 1
action--he 1
action--seeing 1
action--the 1
action.=--again 1
actionable 2
actions 77
actions--without 1
activate 1
active 91
actively 14
activist 1
activities 25
activities--the 1
activities.=--in 1
activity 129
activity--in 1
activity--the 1
actor 7
actor's 1
actors 3
actress 7
actresses 2
actresses--with 1
acts 174
acts--carrying 1
acts.=--by 1
acts.=--hart 1
acts.=--in 1
acts.=--macdonald 3
acts.=--parliament 1
acts._--in 1
actual 64
actually 39
actuated 5
acupuncture 5
acute 141
acutely 7
acuteness 1
ad 1
adadah 1
adah 8
adaiah 9
adair 1
adalia 1
adam 35
adam's 1
adamah 1
adamant 4
adami 1
adams 79
adamses 1
adamson 2
adapt 3
adaptation 1
adaptations 1
adapted 9
adapting 2
adar 10
adbeel 2
add 57
addan 1
addar 1
added 311
added--allusions 1
added--that 1
adder 7
adders 1
addeth 4
addi 1
addicted 5
adding 22
addison 1
addition 73
additional 29
additions 12
addon 1
address 76
addressed 72
addresses 10
addressing 74
adds 9
adducing 1
adduct 1
adduction 3
adductor 5
adductors 2
adelaide 1
aden 1
adenitis 1
adenoids 3
adenoma 15
adenomas 2
adept 4
adequate 9
adequately 2
ader 1
adhere 8
adhered 5
adherence 1
adherent 26
adherents 6
adherents--military 1
adheres 2
adhering 4
adhesion 2
adhesions 44
adhesive 3
adiel 3
adieu 4
adin 4
adina 1
adino 1
adipose 2
adiposus 2
adithaim 1
adj 1
adjacent 93
adjective 4
adjective--such 1
adjoined 1
adjoining 17
adjourn 3
adjourned 5
adjournment 3
adjunct 1
adjure 5
adjured 2
adjust 2
adjusted 15
adjusted._--by 1
adjusting 7
adjustment 8
adjustments 1
adjutant 156
adjutant's 7
adjutant--a 1
adjutant-general 1
adjutants 36
adjutants--was 1
adjutants-general 1
adjuvant 1
adlai 2
adler 16
admah 5
admatha 1
administer 8
administered 20
administering 4
administrating 1
administration 115
administration's 1
administration.=--haworth 1
administration.=--woodrow 1
administrations 9
administrations.=--(_a 1
administrative 12
administrator 4
administrators 1
admirable 13
admirably 7
admiral 6
admirals 1
admiralty 2
admiration 16
admire 7
admired 14
admirer 3
admirers 1
admires 1
admiring 8
admiringly 1
admission 61
admit 64
admit--he 1
admits 9
admitted 60
admitted--but 1
admittedly 3
admitting 22
admixture 3
admonish 5
admonished 5
admonishing 2
admonishingly 1
admonition 3
admonitory 1
adna 2
adnah 2
ado 2
adolescence 5
adolescent 4
adolescentium 2
adolescents 6
adonai 1
adonibezek 3
adonijah 26
adonikam 3
adoniram 2
adonizedek 2
adopt 18
adopted 80
adopting 7
adoption 27
adorable 1
adoraim 1
adoram 2
adoration 5
adore 4
adored 15
adorer 4
adorers 1
adores 1
adoring 2
adorn 5
adorned 5
adorneth 1
adorning 3
adornment 1
adraksin 4
adrammelech 3
adramyttium 1
adrenalin 5
adrenals 1
adria 1
adrian 1
adriel 2
adrift 1
adroit 6
adroitly 3
adroitness 3
adulation 1
adullam 8
adullamite 3
adult 24
adulterer 3
adulterers 9
adulteress 5
adulteresses 3
adulteries 5
adulterous 4
adultery 40
adults 26
adummim 2
adv 1
advance 94
advanced 113
advanced--that 1
advancement 5
advances 4
advancing 45
advantage 67
advantaged 1
advantageous 18
advantageously 4
advantages 39
advantageth 1
adve'sawies 1
advent 6
adventitious 7
adventure 36
adventured 1
adventurer 3
adventurers 5
adventures 17
adventuress 1
adventurous 3
adversaries 36
adversary 24
adversary's 1
adverse 8
adversities 2
adversity 13
advertise 5
advertised 3
advertisement 24
advertisement--how 1
advertisements 2
advertising 5
advice 70
advice--or 1
advice._--the 1
advisability 1
advisable 15
advise 22
advised 30
advisement 1
adviser 5
advisers 9
advises 3
advising 6
advisory 1
advocacy 1
advocate 16
advocated 17
advocates 28
advocating 6
advsh12ah.txt 1
advsh12h.htm 1
advsh12h.zip 1
advsh13h.txt 1
aeneas 2
aenon 1
aerial 1
aerobes 1
aerobic 1
aerogenes 3
aesthetic 2
aet 40
afar 54
afebrile 1
affability 1
affable 2
affably 1
affair 113
affair--this 1
affair.=--in 1
affair.=--the 1
affaire 1
affairs 216
affairs--near 1
affairs--which 1
affairs.=--as 1
affairs.=--haworth 1
affairs.=--it 1
affairs.=--the 1
affect 41
affectation 13
affected 204
affected.=--in 1
affecteth 1
affecting 41
affection 79
affectionate 23
affectionately 11
affectioned 1
affections 81
affects 33
afferent 9
affetto 2
affianced 6
affiliated 4
affiliation 1
affinity 11
affirm 8
affirmation 3
affirmation:--"i 1
affirmative 6
affirmatively 4
affirmed 5
affirming 1
affixed 1
afflict 36
afflicted 58
afflictest 1
affliction 77
afflictions 13
affluent 1
affluents 1
afflux 1
afford 19
afforded 21
affording 12
affords 9
affright 2
affrighted 9
affront 1
affronted 1
affronts 1
afghan 1
afghanistan 1
afield 1
aflame 2
afloat 2
afoot 2
afore 8
aforehand 1
aforesaid 1
aforetime 7
afraid 360
afraid--afraid 1
afraid--but 1
afresh 11
afresh--_secondary 1
africa 24
african 6
africans 3
aft 1
after 2650
after-dinner 5
after-pain 1
after-treatment 3
afterglow 1
afterlife 1
afternoon 33
afterward 85
afterwards 85
afwaid 1
agabus 2
agag 8
agagite 5
again 1525
again'--here 1
again--another 1
again--as 1
again--just 1
again--of 1
again--though 1
against 2320
agar 3
agate 4
agates 1
age 172
age-long 2
age.=--schafer 1
age.=--the 1
aged 29
agee 1
agencies 18
agency 11
agenda 1
agent 25
agents 48
agents.#--for 1
ages 20
aggrandizement 4
aggravate 5
aggravated 18
aggravatedly 1
aggravates 1
aggravating 2
aggravation 2
aggregate 3
aggregated 1
aggregation 2
aggregations 3
aggression 11
aggressive 9
aggressor 2
aggressors 2
aggrieved 3
aghast 4
agile 3
agile--she 1
agility 7
agitated 52
agitating 6
agitation 82
agitation.=--mcmaster 1
agitations 2
agitator 3
agitators 4
aglow 3
agnes 1
ago 120
ago--to 1
agog 1
agone 1
agonies 2
agonising 4
agonized 1
agonizing 2
agonizingly 1
agony 11
agra 1
agrafena 6
agrarian 6
agree 84
agreeable 27
agreeable--she 1
agreeably 4
agreed 79
agreeing 6
agreement 75
agreement.=--the 1
agreements 5
agrees 2
agreeth 2
agricultural 20
agricultural--the 1
agriculturalist 1
agriculture 51
agriculture.=--coman 1
agriculture.=--in 1
agriculturists 2
agrippa 12
aground 1
ague 2
aguinaldo 2
agur 1
agwee 1
ah 62
ah-ing 1
aha 10
ahab 94
aharah 1
aharhel 1
ahasai 1
ahasbai 1
ahasuerus 31
ahava 3
ahaz 42
ahaziah 37
ahban 1
ahead 43
aher 1
ahi 2
ahiah 4
ahiam 2
ahian 1
ahiezer 6
ahihud 2
ahijah 20
ahikam 20
ahilud 5
ahimaaz 15
ahiman 4
ahimelech 17
ahimoth 1
ahinadab 1
ahinoam 7
ahio 6
ahira 5
ahiram 1
ahiramites 1
ahisamach 3
ahishahar 1
ahishar 1
ahithophel 20
ahitub 15
ahlab 1
ahlai 2
ahoah 1
ahohite 5
aholah 5
aholiab 5
aholibah 6
aholibamah 8
ahumai 1
ahuzam 1
ahuzzath 1
ai 36
aiah 5
aiath 1
aid 110
aid.=--the 1
aide-de-camp 47
aide-de-camp's 1
aided 18
aides 1
aides-de-camp 16
aiding 4
aids 2
aija 1
aijalon 7
aijeleth 1
ailed 1
aileth 7
ailing 1
ailments 1
aim 107
aim--to 1
aime 5
aimed 19
aiming 5
aimless 4
aimlessly 2
aims 22
aims--only 1
aims.=--in 1
ain 6
ain't 1
air 237
air-bells 1
air-cushions 2
air-guns 1
air-men 1
air-passage 4
air-passages 1
aircraft 1
airiness 1
airline 1
airplane 2
airport 1
airs 3
airy 3
aisle 2
aix 1
ajah 1
ajalon 3
ajar 1
ak 3
akan 1
akharovs 1
akhrosimova 3
akimbo 5
akin 14
akinfi 1
akkub 8
akrabbim 2
akron 1
al 1
alabama 24
alabama.=--across 1
alabaster 3
alacrity 1
alacrity--an 1
alae 1
alamance 2
alameth 1
alammelech 1
alamo 2
alamoth 2
alan 1
alarm 61
alarmed 27
alarmed.=--a 1
alarmed.=--men 1
alarming 5
alarms 1
alas 22
alaska 11
alaskan 1
alba 2
albany 15
albeit 4
albert 7
album 5
albumen 6
albumin 1
albuminous 1
albuminuria 5
albumose 2
albumoses 1
albumosuria 3
albums 4
albuquerque 1
albus 6
alcohol 38
alcoholic 7
alcoholism 5
alder 1
aldermen 2
alders 1
aldersgate 1
aldershot 1
ale 1
alemeth 3
alenina 1
aleph 1
aleppo 2
alert 13
alertly 1
alertness 2
alesha 1
alexander 134
alexander's 20
alexander--generals 1
alexander--just 1
alexander--though 1
alexanders 1
alexanders--bekleshev 1
alexandre 1
alexandria 7
alexandrians 1
alexeevich 34
alexeevich's 7
alexeevna 2
alexey 1
alexins 1
alexis 9
alfalfa 1
alfred 1
algebra 2
algiers 1
algonquins 2
algum 3
ali 1
aliah 1
alian 1
alias 1
alice 11
alice's 1
alicia 1
alien 35
alienate 1
alienated 10
alienating 2
aliens 13
alight 4
alighted 2
alighting 2
align 1
aligning 1
alike 46
alike--turned 1
alike--were 1
aliment 1
alimentary 4
alimony 1
aline 1
alive 156
alive--a 1
alive--he 1
alkalies 1
alkaline 5
alkaloid 1
alkaloids 1
all 9631
all's 1
all--carried 1
all--everything 2
all--her 1
all--read 1
all--she 1
all--the 1
all--with 1
all-comprehensive 1
all-embracing 1
all-forgiving 1
all-good 1
all-important 5
all-inclusive 1
all-night 2
all-powerful 3
all-seeing 1
all-transforming 1
all-water 1
allah 1
allay 6
allayed 3
allaying 2
allays 2
allegation 1
allege 1
alleged 22
allegedly 1
alleghanies 3
allegheny 1
allegiance 16
allegiance.=--as 1
alleging 2
allegories 1
allegory 2
allegro 2
alleluia 4
allen 1
alleviate 2
alleviating 2
alleviation 1
alley 3
alleys 3
allez-vous 1
alliance 49
alliance.=--hart 1
alliance._--he 1
alliances 6
allied 27
alliee 1
allies 21
allies--the 1
allocate 1
allocation 1
alloit-il 1
allon 2
allonbachuth 1
allons 1
allopaths 1
allot 1
allotted 6
allow 84
allowance 12
allowances 1
allowed 87
alloweth 1
allowing 19
allows 9
allude 3
alluded 6
alluding 6
allure 2
allured 1
allurement 1
allurements 1
alluring 1
alluringly 1
allusion 7
allusions 4
alluvial 1
ally 10
alma 1
almanac 1
almanacs 2
almighty 65
almodad 2
almon 1
almond 4
almond-shaped 1
almondiblathaim 2
almonds 9
almost 330
alms 18
almsdeeds 1
almshouse 1
almshouses 1
almug 3
aloe 1
aloes 5
aloft 2
alone 438
alone--for 1
alone--incurring 1
alone--the 1
alone--who 1
alone--with 1
along 431
alongside 5
aloof 6
aloofness 2
alopecia 1
alopoecia 1
aloth 1
aloud 48
aloysius 5
alpatych 132
alpatych's 3
alpha 10
alphabet 3
alphaeus 5
alphonse 1
alps 2
already 517
alright 2
alsace-lorraine 2
alsatian 2
also 2544
also--but 1
altar 393
altars 57
altaschith 4
alte 1
alter 21
alteration 19
alterations 17
altercation 1
altered 44
altereth 2
altering 4
alternate 8
alternated 1
alternately 7
alternating 2
alternation 1
alternative 14
alternatively 5
alternatives 1
altgeld 1
although 169
altogether 62
alton 2
alum 1
aluminium 2
alush 2
alvah 1
alvan 1
alveolar 4
alveoli 6
alveoli--which 1
alway 23
always 661
am 1603
amad 1
amal 1
amalek 26
amalekite 3
amalekites 24
amalgam 2
amam 1
amana 1
amant 1
amants 1
amariah 16
amasa 16
amasai 5
amashai 1
amasiah 1
amass 1
amateur 5
amazed 37
amazement 13
amaziah 40
amazing 10
amazingly 2
amazon 1
ambassador 29
ambassador's 5
ambassadors 15
ambassage 1
amber 5
amber-coloured 1
ambiguity 2
ambiguous 2
ambition 13
ambitions 5
ambitious 8
amble 1
ambled 1
ambler 1
ambling 1
ambrine 1
ambulance 7
ambulatory 1
ambuscade 1
ambush 14
ambushes 1
ambushment 2
ambushments 1
ame 1
amelie 2
amelie's 1
amen 77
amenable 11
amend 8
amended 2
amending 2
amendment 77
amendment--election 2
amendment--income 2
amendment--prohibition 1
amendment--woman 1
amendment.=--a 1
amendment.=--contrast 1
amendment.=--the 1
amendment.=--their 1
amendment.=--these 1
amendment.=--when 1
amendments 18
amendments--a 1
amends 2
amenities 1
amerce 1
america 272
america's 4
america--first 1
america--how 1
america--the 1
america.=--as 1
america.=--callender 1
america.=--important 1
america.=--macdonald 1
america.=--seeing 1
america.=--special 1
america.=--the 2
america.=--this 1
america.=--to 1
america.=--woodrow 1
america_.=--in 1
american 671
american-japanese 1
american-made 1
american-mexican 1
americanization 3
americans 78
amethyst 4
ami 4
amiabilities 2
amiability 3
amiable 22
amiably 8
amicable 4
amicably 1
amid 84
amidst 2
amie 2
amiens 1
aminadab 3
amiss 10
amittai 2
amity 3
ammah 1
ammi 1
ammiel 6
ammihud 10
amminadab 13
amminadib 1
ammishaddai 5
ammizabad 1
ammon 91
ammonia 3
ammoniae 2
ammoniated 1
ammonite 9
ammonites 23
ammonitess 4
ammonium 3
ammunition 16
amnesty 10
amniotic 1
amnon 28
amoeboid 2
amok 2
amon 19
among 1357
amongst 10
amorite 14
amorites 73
amorous 4
amorys 1
amos 19
amount 91
amounted 8
amounting 9
amounts 6
amoureuse 1
amoy 1
amoz 13
amp 1
amphilochus 1
amphipolis 1
amphitheater 2
ample 7
amplias 1
amplifying 1
amply 4
ampoule 1
amputate 4
amputated 6
amputating 3
amputation 65
amputation--is 1
amputation.#--in 1
amputations 4
amram 15
amramites 2
amraphel 2
amsterdam 4
amstetten 1
amulet 1
amuse 14
amused 27
amusement 11
amusement--a 1
amusement--almost 1
amusements 3
amuses 2
amusing 24
amusingly 1
amy 1
amzi 2
an 5059
ana 2
anab 2
anaemia 7
anaemic 6
anaerobe 2
anaerobes 4
anaerobic 3
anaesthesia 22
anaesthetic 23
anaesthetise 1
anaesthetised 1
anaesthetist 2
anah 12
anaharath 1
anaiah 2
anak 9
anakims 9
anal 1
analgesia 2
analogies 5
analogous 3
analogy 5
analyse 1
analysis 16
analyst 1
analytical 3
analyze 4
analyzed 3
analyzing 2
anamim 2
anammelech 1
anan 1
anani 1
ananiah 2
ananias 11
anaphylactic 1
anaphylaxis 3
anaphylaxis._--it 1
anarchical 1
anarchist 1
anarchists 2
anarchy 7
anastomose 1
anastomosed 2
anastomoses 1
anastomosis 7
anastomotic 2
anath 2
anathema 1
anathematized 1
anathoth 16
anatole 206
anatole's 14
anatomical 23
anatomy 16
anatomy--injuries 2
anatomy--normal 1
anatomy.#--an 1
anatomy.#--during 1
anatomy.#--tuberculous 1
anatomy._--in 1
anatomy._--the 5
anatomy._[7]--the 1
ancestor 3
ancestors 8
ancestral 3
ancestry 1
anchor 3
anchors 4
ancient 75
ancients 27
anconeus 1
and 89290
and--"puff 1
and--and--well 1
and--as 1
and--like 2
and--now 1
and--so 1
and--what 1
and--with 1
and-so 1
anderson 2
andover 1
andre 1
andreevich 7
andreevich--(he 1
andrew 1064
andrew!"--said 1
andrew's 95
andrew--"not 1
andrew--a 1
andrew--and 1
andrew--promised 1
andrew--relapsing 1
andrew--she 1
andrew--spoke 1
andrews 2
andronicus 1
andros 5
andros.=--fiske 1
andrusha 3
andrusha's 1
andrusha--the 1
andwew 1
andy 1
anecdote 5
anecdotes 6
anel's 2
anem 1
aner 3
anethothite 1
anetothite 1
aneurysm 189
aneurysm#.--this 1
aneurysm--aneurysm 1
aneurysm--preferably 1
aneurysm--proximal 1
aneurysm--the 1
aneurysm.#--all 1
aneurysm.#--an 1
aneurysm.#--aneurysm 2
aneurysm.#--subclavian 1
aneurysm.#--surgically 1
aneurysm.#--the 1
aneurysm.#--this 2
aneurysm.#--when 2
aneurysm_--these 1
aneurysmal 7
aneurysmo-arteriorrhaphy 1
aneurysms 9
aneurysms.#--aneurysm 1
anew 5
anew--but 1
anferovs 2
angel 235
angel's 4
angel--as 1
angel--was 1
angela 1
angeles 3
angelic 2
angelically 1
angelo 1
angels 98
anger 293
angered 6
angina 4
angio-neurotic 2
angio-sclerosis 1
angioma 15
angioma.#--this 1
angiomas 3
angiomatous 1
angiotribes 1
anglaise 3
angle 38
angle--so 1
angle--we 1
angler's 2
angles 10
anglican 6
anglicans 4
angling 2
anglo 1
anglo-american 2
anglo-men 1
anglo-saxon 2
anglo-saxons 1
angrier 3
angrily 81
angrily--"that 1
angry 173
angry--but 1
angry--that 1
angry-looking 1
anguish 20
angular 2
aniam 1
aniline 1
anim 1
animal 56
animal's 1
animals 39
animals--from 1
animate 1
animated 66
animatedly 1
animating 1
animation 31
animosities 1
animosity 3
animus 1
anise 1
aniska 3
anisya 14
anisya's 1
anita 1
ankle 31
ankle--blisters 1
ankle-deep 1
ankle-joint 3
ankle-joints 1
ankles 7
ankylosed 2
ankylosis 51
ankylosis--arthroplasty--should 1
ann 2
anna 292
annal 1
annals 5
annandale 1
annandale's 2
annapolis 5
annas 4
anne 7
anne's 3
annette 8
annette's 2
annette--how 1
annex 1
annexation 22
annexation--a 1
annexation.=--all 1
annexed 4
annexing 1
annihilate 3
annihilated 2
annihilating 1
anniversaries 1
anniversary 4
announce 18
announced 67
announcement 21
announcements 2
announces 1
announcing 8
annoy 2
annoyance 18
annoyed 9
annoying 3
annual 20
annually 9
annular 6
annulled 6
annulled.=--he 1
annulling 2
annulment 3
anoci-association 1
anode 1
anoint 35
anointed 99
anointedst 1
anointest 1
anointing 28
anoints 1
anomalies 1
anon 3
anonymous 4
another 1263
another's 12
another's--a 1
another--a 1
another--and 1
another--bernadotte 1
another--for 1
another--pierre 1
another--that 1
anserina 2
ansicht 1
anstruther 1
answer 334
answer.=--just 1
answer.=--to 1
answerable 2
answered 717
answered--first 1
answeredst 2
answerest 6
answereth 13
answering 68
answers 28
ant 3
ant-hill 1
antagonise 2
antagonism 4
antagonist 3
antagonist's 1
antagonistic 2
antagonists 3
antagonizing 1
ante 2
ante-bellum 1
antecedent 12
antecedents 2
antechamber 5
antechambers 1
anterior 26
anteroom 36
anterooms 1
anthony 8
anthracaemia 1
anthracis 2
anthracite 1
anthrax 17
anthrax._--in 1
anthropoid 1
anti-anthrax 1
anti-bacterial 3
anti-diphtheritic 4
anti-federalist 2
anti-federalists 13
anti-french 1
anti-monopolists 1
anti-scorbutics 1
anti-slavery 14
anti-streptcoccic 1
anti-streptococcic 2
anti-syphilitic 10
anti-tetanic 7
anti-trust 11
anti-typhoid 1
anti-war 1
antibodies 5
antibody 1
antichrist 7
antichrist--i 2
antichrists 1
anticipate 4
anticipated 10
anticipating 4
anticipation 6
antics 1
anticus 1
antidotes 1
antietam 3
antigens 2
antinational 1
antioch 19
antipas 1
antipathetic 1
antipathies 1
antipathy 8
antipatris 1
antipodes 1
antipyrin 1
antique 5
antiquity 5
antiseptic 26
antiseptic--cotton 1
antiseptics 11
antitoxic 4
antitoxin 5
antitoxins 1
antivenin 1
antoinette 2
anton 3
antonio 4
antonov 1
antonovna 3
antonovna's 1
antothijah 1
antothite 2
antrum 2
ants 6
antwerp 1
anub 1
anus 9
anvil 1
anxieties 2
anxiety 45
anxious 63
anxiously 20
any 2098
any--were 1
anybody 19
anybody"--but 1
anyhow 9
anymore 1
anyone 212
anyone's 8
anyone--all 1
anyone--to 1
anyone--while 1
anything 376
anything--we 1
anyway 6
anywhere 40
aorta 27
aortic 4
aortitis 1
apace 5
apache 1
apaches 1
apart 108
apartment 11
apartments 14
apathetic 1
apathy 4
ape 4
apelles 1
aperture 6
apes 6
apex 4
apharsachites 2
apharsathchites 1
apharsites 1
aphek 8
aphekah 1
aphiah 1
aphik 1
aphrah 1
aphses 1
apiece 15
apocalypse 4
apocalyptic 1
apollo 1
apollon 1
apollonia 1
apollos 10
apollyon 1
apologetically 2
apologies 5
apologise 2
apologize 12
apologized 1
apologizing 2
apology 12
aponeuroses 1
aponeuroses--_crural 1
aponeurosis 6
aponeurotic 1
apoplectic 1
apoplexy 1
apostle 21
apostles 64
apostleship 4
apothecaries 3
apothecary 4
appaim 2
appalachian 3
appalachians 9
appalled 3
appalling 7
apparatus 15
apparatus--such 1
apparel 29
apparelled 3
apparent 40
apparent--such 1
apparently 66
apparition 4
appeal 56
appealed 17
appealing 5
appeals 11
appear 204
appearance 172
appearance--that 1
appearances 31
appearances._--in 1
appeared 265
appeared--now 1
appeareth 10
appearing 29
appears 106
appease 4
appeased 5
appeaseth 1
appeasing 1
appellate 3
appellation 3
appellations 1
appendages 6
appendectomy 1
appendicitis 2
appendix 11
appertain 2
appertained 3
appertaineth 2
appetite 16
appetizing 2
apphia 1
appii 1
applaud 1
applauding 1
applause 7
apple 18
apple-jelly 1
apples 5
appliance 2
appliances 8
applicable 24
applicant 3
application 77
applications 23
applied 208
applies 4
apply 47
applying 36
appoint 49
appointed 216
appointees 3
appointeth 1
appointment 43
appointments 11
appomattox 4
apportioned 11
apportioning 1
apportionment 4
apposed 4
appositely 1
appositeness 1
apposition 10
appraisal 1
appraise 2
appraised 1
appraising 1
appreciable 1
appreciably 2
appreciate 12
appreciated 22
appreciating 2
appreciation 8
appreciative 1
apprehend 4
apprehended 4
apprehension 5
apprehensive 5
apprentice 2
apprenticed 1
apprentices 2
apprenticeship 2
approach 59
approached 83
approaches 6
approacheth 1
approaching 70
approbation 4
appropriate 32
appropriated 6
appropriately 5
appropriating 1
appropriation 6
appropriations 4
approval 57
approval.--so 1
approve 23
approved 55
approvest 1
approveth 1
approving 7
approvingly 7
approximate 4
approximated 6
approximately 13
approximates 1
approximating 2
approximation 5
appwove 1
apraksin 1
apraksina 5
apraksins 2
april 32
apron 12
aprons 5
apsheron 4
apsherons 4
apt 39
aptitude 4
aptly 5
aquaintances 1
aquarium 1
aqueducts 1
aqueous 1
aquila 6
aquiline 2
ar 6
ara 1
arab 6
arabah 2
arabchik 1
arabia 10
arabian 6
arabians 6
arabic 1
arable 3
arabs 1
arabum 1
arad 5
arah 4
arakcheev 37
arakcheev's 5
aram 10
aramitess 1
aramnaharaim 1
aramzobah 1
aran 2
ararat 2
araunah 9
arba 3
arbah 1
arbat 8
arbathite 2
arbite 1
arbiter 1
arbiters 1
arbitrament 1
arbitrarily 7
arbitrariness 1
arbitrary 18
arbitrate 2
arbitrated.=--indeed 1
arbitration 27
arbitrators 1
arborescent 8
arbuthnot 2
arc 4
arc-and-compass 1
arcade 1
arch 13
archaeological 1
archangel 3
archbishop 3
archbishops 2
archduchess 2
archduchy 1
archduke 14
archduke's 1
arched 7
archelaus 1
archer 2
archers 12
archery 1
arches 16
archevites 1
archi 1
archie 2
arching 5
archipelago 1
archippus 2
archite 5
architect 18
architect's 1
architects 2
architectural 2
